"","dist_year","County","Male.Suspensions","Female.Suspensions","AsianSuspensions","BlackSuspensions","HispanicSuspensions","WhiteSuspensoins","OtherSuspensions","enroll_asian","enroll_black","enroll_hisp","enroll_white","enroll_other","enroll_female","enroll_male"
"866","65417_2014-15","Marin",247,62,"3","33",145,"120",8,166,114,1180,2055,245,1873,1887
"867","65417_2015-16","Marin",246,42,"2","23",140,"105",18,169,120,1233,2020,276,1876,1942
"868","65417_2016-17","Marin",248,45,"3","30",119,"106",35,178,115,1275,2010,273,1893,1958
"869","65425_2011-12","Marin",22,2,"0","2",0,"20",0,20,4,8,245,15,137,155
"870","65425_2012-13","Marin",22,2,"5","1",0,"18",0,20,2,11,247,11,127,164
"871","65425_2013-14","Marin",24,8,"5","1",0,"26",0,28,1,13,260,8,134,176
"872","65425_2015-16","Marin",11,4,"0","0",0,"14",1,23,3,13,290,6,148,187
"873","65425_2016-17","Marin",31,3,"1","1",4,"27",1,23,7,16,326,18,196,194
"874","65458_2011-12","Marin",186,47,"4","15",180,"29",4,31,13,467,185,17,376,337
"875","65458_2012-13","Marin",174,49,"1","9",182,"24",5,39,9,523,191,15,397,380
"876","65458_2013-14","Marin",147,42,"0","17",137,"22",11,41,10,520,223,15,400,409
"877","65458_2014-15","Marin",117,34,"1","14",111,"22",3,45,10,545,233,13,395,451
"878","65458_2015-16","Marin",48,6,"0","1",52,"0",1,32,11,608,248,9,425,483
"879","65458_2016-17","Marin",14,12,"0","1",25,"0",0,30,10,641,240,10,462,469
"880","65466_2011-12","Marin",200,59,"2","15",161,"71",9,137,55,937,774,96,968,1031
"881","65466_2012-13","Marin",107,20,"3","7",75,"33",9,125,55,993,776,115,1025,1039
"882","65466_2013-14","Marin",134,36,"4","14",99,"42",11,114,46,1120,795,121,1096,1100
"883","65466_2014-15","Marin",102,26,"2","10",89,"25",2,124,54,1261,857,69,1159,1206
"884","65466_2015-16","Marin",107,52,"3","3",130,"22",1,135,43,1285,884,73,1169,1251
"885","65466_2016-17","Marin",109,35,"4","6",93,"31",10,147,38,1397,868,69,1170,1349
"886","65474_2011-12","Marin",89,23,"1","71",18,"16",1,3,28,22,16,2,33,38
"887","65474_2012-13","Marin",67,32,"0","69",16,"9",2,5,25,27,9,8,37,37
"888","65482_2011-12","Marin",166,54,"3","52",18,"116",31,206,121,313,2941,258,1892,1947
"889","65482_2012-13","Marin",141,55,"5","36",27,"106",22,196,103,345,2976,287,1944,1963
"890","65482_2013-14","Marin",108,28,"1","16",25,"75",19,208,107,394,3028,323,2013,2047
"891","65482_2014-15","Marin",37,23,"3","6",12,"30",9,214,116,433,3050,352,2105,2060
"892","65482_2015-16","Marin",94,42,"3","44",25,"55",9,258,116,468,3270,371,2232,2251
"893","65482_2016-17","Marin",110,51,"3","29",44,"72",13,293,110,531,3414,345,2361,2332
"894","65532_2011-12","Mariposa",232,87,"1","4",35,"232",42,4,12,100,686,124,470,456
"895","65532_2012-13","Mariposa",234,60,"1","6",39,"201",46,5,9,93,637,120,411,453
"896","65532_2013-14","Mariposa",221,46,"0","0",37,"185",42,9,9,97,619,108,405,437
"897","65532_2014-15","Mariposa",204,58,"4","3",27,"186",42,12,9,114,601,100,388,448
"898","65532_2015-16","Mariposa",214,47,"5","*",68,"154",30,11,5,140,599,111,411,455
"899","65565_2011-12","Mendocino",402,91,"3","1",167,"283",39,14,10,330,460,66,458,422
"900","65565_2012-13","Mendocino",367,58,"1","0",120,"263",40,10,7,352,458,64,468,423
"901","65565_2013-14","Mendocino",209,47,"1","0",94,"134",27,12,7,346,432,64,447,414
"902","65565_2015-16","Mendocino",279,60,"0","1",106,"201",30,10,5,363,467,62,457,450
"903","65565_2016-17","Mendocino",239,69,"0","1",81,"196",30,10,9,346,430,61,410,446
"904","65581_2011-12","Mendocino",62,7,"0","*",5,"57",2,9,1,27,218,23,129,149
"905","65581_2014-15","Mendocino",54,8,"0","3",4,"46",0,7,5,26,228,25,137,154
"906","65581_2015-16","Mendocino",78,9,"0","*",9,"71",0,7,4,22,226,19,136,142
"907","65581_2016-17","Mendocino",59,5,"0","*",11,"45",0,7,3,20,224,16,132,138
"908","65615_2011-12","Mendocino",1554,526,"9","46",977,"759",289,37,27,1142,1395,279,1431,1449
"909","65615_2012-13","Mendocino",1068,374,"1","29",632,"546",234,32,25,1215,1269,302,1403,1440
"910","65615_2013-14","Mendocino",724,214,"0","21",406,"386",125,37,31,1271,1290,308,1462,1475
"911","65615_2014-15","Mendocino",684,192,"0","23",404,"338",110,35,40,1295,1263,277,1451,1459
"912","65615_2015-16","Mendocino",627,197,"3","13",362,"329",117,38,31,1340,1269,269,1469,1478
"913","65615_2016-17","Mendocino",924,254,"3","10",531,"462",170,38,32,1400,1261,254,1488,1497
"914","65623_2011-12","Mendocino",474,120,"1","*",67,"453",57,16,4,215,618,102,435,520
"915","65623_2012-13","Mendocino",300,90,"2","8",71,"268",37,15,6,220,579,132,422,530
"916","65623_2013-14","Mendocino",366,86,"0","9",96,"284",60,13,8,213,569,92,409,486
"917","65623_2014-15","Mendocino",186,57,"4","2",70,"121",45,11,4,222,538,101,401,475
"918","65623_2015-16","Mendocino",256,100,"0","1",126,"182",47,10,4,232,531,90,412,455
"919","65623_2016-17","Mendocino",248,94,"1","0",90,"165",86,10,5,233,499,114,417,444
"920","65631_2011-12","Merced",477,133,"6","42",399,"155",8,46,48,647,225,18,465,519
"921","65631_2012-13","Merced",395,101,"6","34",306,"131",19,34,42,640,237,26,494,485
"922","65631_2013-14","Merced",0,0,"0","0",0,"0",0,40,31,661,245,21,501,497
"923","65631_2014-15","Merced",298,75,"5","20",243,"97",8,48,33,723,230,34,520,548
"924","65631_2015-16","Merced",290,59,"1","35",211,"86",16,52,25,720,221,44,525,537
"925","65631_2016-17","Merced",367,94,"6","48",278,"94",35,46,34,731,217,38,544,522
"926","65698_2011-12","Merced",326,127,"5","17",204,"221",5,17,10,363,664,15,529,540
"927","65698_2015-16","Merced",133,44,"0","*",71,"106",0,8,3,418,612,13,517,537
"928","65698_2016-17","Merced",141,48,"0","1",74,"112",2,11,5,451,606,15,515,573
"929","65748_2011-12","Merced",71,23,"6","0",81,"7",0,73,3,434,30,6,270,276
"930","65748_2012-13","Merced",140,19,"16","*",131,"10",1,76,2,435,34,3,267,283
"931","65748_2013-14","Merced",141,37,"18","0",151,"9",0,61,1,443,38,7,265,285
"932","65748_2014-15","Merced",42,5,"0","0",44,"1",0,67,3,486,25,9,293,297
"933","65748_2015-16","Merced",39,18,"2","0",50,"4",1,56,3,507,23,9,302,296
"934","65748_2016-17","Merced",98,11,"1","13",80,"11",4,53,3,480,24,4,267,297
"935","65755_2011-12","Merced",2929,1036,"12","291",2894,"670",98,47,142,3027,837,124,2066,2111
"936","65755_2012-13","Merced",793,219,"1","58",752,"158",43,55,136,3259,743,173,2153,2213
"937","65755_2013-14","Merced",803,204,"5","60",778,"133",31,46,121,3455,756,162,2221,2319
"938","65755_2014-15","Merced",697,218,"7","45",708,"125",26,58,101,3617,709,162,2279,2368
"939","65755_2015-16","Merced",881,282,"8","43",960,"112",40,58,103,3739,702,167,2309,2460
"940","65755_2016-17","Merced",823,257,"6","48",864,"131",31,60,93,3908,679,159,2391,2508
"941","65763_2011-12","Merced",2,0,"0","*",1,"1",0,8,1,69,120,16,111,103
"942","65763_2012-13","Merced",12,3,"0","*",7,"7",1,7,1,76,93,4,89,92
"943","65763_2013-14","Merced",3,0,"0","*",2,"0",1,10,2,85,89,10,108,88
"944","65763_2014-15","Merced",3,1,"0","*",2,"2",0,10,2,100,85,18,107,108
"945","65763_2015-16","Merced",0,1,"0","*",0,"0",0,11,2,98,83,12,97,109
"946","65763_2016-17","Merced",0,0,"0","*",0,"0",0,12,0,87,92,5,91,105
"947","65771_2011-12","Merced",763,288,"14","111",705,"176",45,256,136,1385,419,101,1132,1165
"948","65771_2012-13","Merced",896,314,"17","146",764,"228",55,246,127,1425,390,109,1125,1172
"949","65771_2013-14","Merced",1879,515,"33","292",1442,"518",109,234,128,1476,362,97,1103,1194
"950","65771_2014-15","Merced",1581,510,"28","302",1274,"410",77,225,147,1480,394,76,1128,1194
"951","65771_2015-16","Merced",908,250,"23","196",678,"188",73,198,135,1479,405,97,1148,1166
"952","65771_2016-17","Merced",705,226,"20","146",544,"169",52,203,124,1554,344,97,1152,1170
"953","65789_2011-12","Merced",4730,1588,"157","660",4199,"1110",192,1275,430,6210,2016,362,5070,5223
"954","65789_2012-13","Merced",1166,479,"45","194",1089,"267",47,1173,422,6255,1900,328,4976,5102
"955","65789_2013-14","Merced",859,319,"25","136",827,"156",34,1104,412,6343,1809,296,4866,5098
"956","65789_2014-15","Merced",641,215,"27","100",556,"146",26,1049,391,6497,1810,292,4936,5103
"957","65789_2015-16","Merced",732,305,"20","125",717,"131",44,963,397,6767,1771,305,5009,5194
"958","65789_2016-17","Merced",524,218,"19","95",506,"95",27,938,426,6962,1724,327,5127,5250
"959","65862_2011-12","Merced",599,170,"29","70",522,"113",30,99,21,289,52,11,249,223
"960","65862_2012-13","Merced",0,0,"0","0",0,"0",0,107,25,341,51,10,279,255
"961","65862_2013-14","Merced",729,272,"36","159",629,"118",53,114,37,375,69,9,321,283
"962","65862_2014-15","Merced",512,235,"39","126",444,"89",37,106,40,320,66,9,270,271
"963","65862_2015-16","Merced",413,167,"14","131",335,"77",17,99,32,355,72,15,286,287
"964","65862_2016-17","Merced",379,120,"21","67",325,"56",30,88,33,398,69,16,330,274
"965","65870_2011-12","Merced",213,71,"6","0",234,"43",1,30,3,310,29,2,189,185
"966","65870_2012-13","Merced",128,60,"1","3",147,"35",0,19,3,326,29,1,187,191
"967","65870_2013-14","Merced",109,54,"0","2",138,"17",5,20,4,361,26,4,207,208
"968","65870_2015-16","Merced",49,22,"2","4",64,"1",0,12,4,315,24,8,191,172
"969","65961_2011-12","Monterey",68,11,"0","0",76,"3",0,0,1,19,6,2,16,12
"970","65961_2012-13","Monterey",197,47,"1","1",237,"5",0,0,0,26,11,3,19,21
"971","65961_2013-14","Monterey",219,36,"0","3",247,"3",2,0,0,27,7,4,17,21
"972","65961_2014-15","Monterey",123,23,"0","2",137,"1",6,0,0,0,0,0,0,0
"973","65961_2015-16","Monterey",87,29,"0","1",108,"2",5,0,0,0,0,0,0,0
"974","65961_2016-17","Monterey",63,8,"0","0",60,"10",1,0,0,0,0,0,0,0
"975","65979_2016-17","Monterey",0,0,"*","0",0,"0",0,1,2,25,54,21,58,45
"976","65987_2011-12","Monterey",145,40,"1","*",43,"118",22,36,3,198,851,128,578,638
"977","65987_2012-13","Monterey",149,21,"1","*",53,"88",26,39,5,202,823,132,566,635
"978","65987_2013-14","Monterey",103,12,"3","3",24,"79",6,43,8,222,846,158,622,655
"979","65987_2014-15","Monterey",57,11,"1","2",16,"41",6,41,9,228,826,155,590,669
"980","65987_2015-16","Monterey",54,9,"0","1",18,"35",9,48,7,223,820,152,561,689
"981","65987_2016-17","Monterey",62,16,"0","*",16,"44",16,54,8,227,772,207,598,670
"982","66035_2014-15","Monterey",191,57,"*","2",241,"5",0,2,1,638,13,3,323,334
"983","66035_2015-16","Monterey",424,98,"1","*",504,"17",0,3,1,684,9,3,321,379
"984","66035_2016-17","Monterey",371,100,"*","*",463,"6",0,1,3,679,9,5,332,365
"985","66050_2013-14","Monterey",190,47,"1","*",212,"11",0,3,0,466,30,8,254,253
"986","66050_2014-15","Monterey",166,33,"0","*",176,"19",2,5,2,471,29,10,243,274
"987","66068_2011-12","Monterey",320,180,"3","*",482,"4",2,10,4,1799,129,35,967,1010
"988","66068_2012-13","Monterey",371,106,"0","*",467,"7",2,9,5,1811,98,48,974,997
"989","66068_2014-15","Monterey",216,58,"*","1",260,"13",0,8,10,1864,114,37,993,1040
"990","66068_2015-16","Monterey",218,55,"*","*",256,"13",2,8,5,1977,110,59,1061,1098
"991","66092_2011-12","Monterey",617,221,"10","168",447,"133",80,299,368,2324,1139,594,2274,2450
"992","66092_2012-13","Monterey",272,89,"5","57",212,"52",35,286,358,2326,1015,586,2146,2425
"993","66092_2013-14","Monterey",925,237,"21","250",617,"163",111,269,324,2439,980,630,2143,2499
"994","66092_2014-15","Monterey",673,227,"18","182",464,"132",104,255,312,2485,915,638,2177,2428
"995","66092_2015-16","Monterey",585,222,"7","115",435,"169",81,236,270,2598,871,619,2176,2418
"996","66092_2016-17","Monterey",496,186,"9","84",393,"112",84,232,282,2638,879,589,2227,2393
"997","66134_2011-12","Monterey",59,10,"4","3",17,"40",5,99,19,113,570,69,399,471
"998","66134_2012-13","Monterey",130,17,"7","7",23,"86",24,92,23,146,587,77,421,504
"999","66134_2013-14","Monterey",73,17,"6","12",16,"44",10,95,23,143,579,96,421,515
"1000","66134_2014-15","Monterey",27,3,"4","2",3,"17",4,84,27,156,578,87,426,506
"1001","66134_2015-16","Monterey",22,6,"2","5",4,"12",5,82,27,166,580,93,415,533
"1002","66134_2016-17","Monterey",70,9,"3","8",17,"42",9,99,22,173,572,100,441,525
"1003","66142_2011-12","Monterey",378,64,"1","12",400,"26",3,0,0,0,0,0,0,0
"1004","66142_2012-13","Monterey",684,113,"2","23",288,"183",301,0,0,0,0,0,0,0
"1005","66142_2013-14","Monterey",591,73,"1","20",587,"34",22,0,0,0,0,0,0,0
"1006","66142_2014-15","Monterey",631,76,"0","20",615,"47",25,0,0,0,0,0,0,0
"1007","66142_2015-16","Monterey",596,69,"3","30",571,"37",24,0,0,0,0,0,0,0
"1008","66142_2016-17","Monterey",485,58,"8","7",476,"40",12,0,0,0,0,0,0,0
"1009","66159_2011-12","Monterey",2959,1117,"14","82",3509,"350",121,185,239,11368,1308,650,6778,6972
"1010","66159_2012-13","Monterey",3595,1376,"14","68",4380,"378",131,179,192,11544,1337,623,6897,6978
"1011","66159_2013-14","Monterey",1283,528,"3","33",1616,"125",34,168,160,11692,1315,570,6913,6992
"1012","66159_2014-15","Monterey",898,353,"5","31",1107,"92",16,154,152,12263,1320,548,7164,7273
"1013","66159_2015-16","Monterey",1136,455,"8","36",1376,"141",28,154,149,12480,1391,517,7269,7422
"1014","66159_2016-17","Monterey",1114,527,"2","42",1443,"116",38,167,136,12949,1297,491,7399,7641
"1015","66191_2011-12","Monterey",0,0,"0","0",0,"0",0,21,21,444,139,48,336,337
"1016","66191_2015-16","Monterey",74,14,"0","2",77,"7",2,13,8,671,82,30,400,404
"1017","66191_2016-17","Monterey",57,13,"0","0",62,"7",1,15,6,692,75,21,417,392
"1018","66225_2011-12","Monterey",21,7,"0","*",13,"15",0,10,0,71,128,23,121,111
"1019","66225_2014-15","Monterey",8,5,"0","*",3,"7",2,9,1,72,131,27,129,111
"1020","66225_2015-16","Monterey",10,2,"0","*",3,"8",1,4,2,68,153,21,130,118
"1021","66233_2011-12","Monterey",15,3,"0","*",3,"15",0,24,3,26,148,14,123,92
"1022","66233_2012-13","Monterey",11,1,"0","*",2,"8",2,25,0,21,143,18,110,97
"1023","66233_2013-14","Monterey",5,2,"1","*",0,"6",0,21,1,21,150,18,109,102
"1024","66233_2014-15","Monterey",12,0,"3","*",3,"5",0,19,2,31,154,20,113,113
"1025","66233_2015-16","Monterey",4,0,"0","*",1,"2",1,23,2,39,133,16,113,100
"1026","66233_2016-17","Monterey",3,2,"1","*",2,"0",2,18,2,39,141,14,113,101
"1027","66241_2014-15","Napa",21,0,"*","*",13,"7",1,2,2,275,57,10,177,169
"1028","66241_2015-16","Napa",15,4,"*","*",15,"2",1,2,1,289,62,12,184,182
"1029","66266_2011-12","Napa",1314,458,"12","167",980,"480",133,177,232,4046,2940,1122,4155,4362
"1030","66266_2012-13","Napa",1064,373,"4","116",802,"400",115,194,246,4210,2840,1171,4250,4411
"1031","66266_2013-14","Napa",857,272,"4","93",626,"306",100,189,281,4344,2744,1174,4270,4462
"1032","66266_2014-15","Napa",963,263,"8","120",695,"299",104,194,286,4467,2704,1184,4303,4532
"1033","66266_2015-16","Napa",932,281,"8","62",713,"315",115,195,267,4569,2649,1184,4352,4512
"1034","66266_2016-17","Napa",787,261,"13","62",599,"290",84,194,247,4570,2622,1152,4320,4465
"1035","66290_2011-12","Napa",0,0,"0","0",0,"0",0,6,9,350,376,9,398,352
"1036","66290_2012-13","Napa",110,18,"0","*",65,"63",0,5,7,352,337,8,378,331
"1037","66290_2014-15","Napa",64,14,"0","*",55,"23",0,6,7,352,325,9,353,346
"1038","66290_2015-16","Napa",38,10,"0","*",30,"18",0,7,4,314,327,9,333,328
"1039","66290_2016-17","Napa",20,5,"0","*",14,"9",0,5,4,307,321,11,330,318
"1040","66332_2011-12","Nevada",297,78,"2","6",45,"300",21,2,11,37,301,38,190,199
"1041","66332_2012-13","Nevada",172,42,"0","2",24,"166",22,0,5,32,296,48,177,204
"1042","66332_2013-14","Nevada",282,46,"0","5",29,"266",28,7,5,45,273,41,179,192
"1043","66332_2014-15","Nevada",232,46,"0","*",44,"195",38,7,4,57,262,47,179,198
"1044","66332_2015-16","Nevada",268,60,"1","*",47,"238",33,3,3,58,258,39,161,200
"1045","66340_2011-12","Nevada",35,11,"0","0",1,"43",2,5,3,9,231,12,126,134
"1046","66340_2015-16","Nevada",26,14,"*","0",6,"28",6,1,4,20,193,11,128,101
"1047","66340_2016-17","Nevada",21,15,"*","*",1,"31",1,1,4,15,180,16,115,101
"1048","66357_2014-15","Nevada",372,129,"0","1",43,"431",25,33,21,262,2525,162,1398,1605
"1049","66357_2015-16","Nevada",234,84,"1","1",44,"252",20,33,25,287,2451,151,1380,1567
"1050","66357_2016-17","Nevada",268,82,"0","3",39,"284",23,38,23,320,2337,144,1348,1514
"1051","66373_2011-12","Nevada",74,5,"*","2",9,"57",11,0,6,28,387,29,213,237
"1052","66373_2012-13","Nevada",85,10,"*","3",9,"68",15,0,5,24,328,17,186,188
"1053","66373_2013-14","Nevada",69,11,"*","*",9,"65",1,0,2,30,295,21,171,177
"1054","66373_2014-15","Nevada",57,2,"*","*",9,"42",2,1,2,38,260,19,143,177
"1055","66373_2015-16","Nevada",48,10,"*","*",7,"51",0,2,0,33,230,22,136,151
"1056","66373_2016-17","Nevada",48,16,"*","*",12,"51",1,1,1,24,246,25,139,158
"1057","66381_2012-13","Nevada",47,6,"*","*",2,"49",1,1,1,8,110,6,57,69
"1058","66407_2013-14","Nevada",44,9,"*","*",1,"37",7,2,0,9,123,17,73,78
"1059","66407_2014-15","Nevada",9,1,"*","*",0,"9",0,1,0,9,112,13,69,66
"1060","66407_2015-16","Nevada",72,13,"*","*",5,"69",9,1,0,7,104,11,72,51
"1061","66407_2016-17","Nevada",51,15,"*","*",7,"52",4,0,0,3,107,5,66,49
"1062","66423_2011-12","Orange",355,87,"4","23",381,"26",8,0,0,1,1,0,0,2
"1063","66423_2012-13","Orange",13,1,"1","0",10,"2",1,0,0,1,0,0,0,1
"1064","66423_2013-14","Orange",116,18,"1","6",115,"8",4,0,0,0,0,0,0,0
"1065","66423_2014-15","Orange",103,20,"1","7",100,"9",6,0,0,0,0,0,0,0
"1066","66423_2015-16","Orange",88,4,"1","1",81,"5",4,0,0,0,0,0,0,0
"1067","66423_2016-17","Orange",172,28,"1","14",161,"17",7,0,0,0,0,0,0,0
"1068","66431_2011-12","Orange",1326,445,"42","80",1402,"165",82,3956,941,21313,4223,2271,15896,16808
"1069","66431_2012-13","Orange",1990,817,"69","159",2114,"321",144,3911,878,20582,4005,2709,15650,16435
"1070","66431_2013-14","Orange",1968,676,"49","139",2030,"281",145,3926,832,20661,3915,2555,15600,16289
"1071","66431_2014-15","Orange",1863,659,"45","143",1937,"272",125,3895,778,20821,3646,2519,15299,16360
"1072","66431_2015-16","Orange",2029,761,"80","118",2191,"250",151,4008,742,20714,3339,2473,15131,16145
"1073","66431_2016-17","Orange",1887,841,"68","116",2154,"260",128,4003,726,20684,3187,2364,14957,16007
"1074","66449_2011-12","Orange",187,65,"12","5",134,"91",10,537,65,918,1339,150,1454,1555
"1075","66449_2012-13","Orange",162,33,"13","10",93,"68",11,521,62,945,1275,156,1431,1528
"1076","66449_2013-14","Orange",139,38,"11","4",90,"67",5,534,57,984,1204,170,1462,1487
"1077","66449_2014-15","Orange",104,23,"11","6",68,"31",11,520,56,1005,1127,171,1424,1455
"1078","66449_2015-16","Orange",134,26,"9","6",86,"54",5,513,60,991,1078,171,1386,1427
"1079","66449_2016-17","Orange",145,28,"21","5",95,"44",8,548,54,993,1000,168,1371,1392
"1080","66456_2011-12","Orange",450,103,"16","68",376,"56",37,138,58,728,93,100,528,589
"1081","66456_2012-13","Orange",368,118,"20","82",330,"36",18,163,67,764,94,97,576,609
"1082","66456_2013-14","Orange",295,73,"11","61",256,"28",12,153,63,726,109,81,530,602
"1083","66456_2014-15","Orange",188,46,"5","48",144,"25",12,116,54,693,96,81,521,519
"1084","66456_2015-16","Orange",214,35,"8","37",170,"25",9,95,52,709,86,84,512,514
"1085","66456_2016-17","Orange",185,89,"15","39",185,"18",17,111,56,676,73,88,510,494
"1086","66464_2011-12","Orange",1512,431,"37","53",899,"869",85,1332,353,5954,15825,1892,12603,12753
"1087","66464_2012-13","Orange",1289,377,"24","46",715,"791",90,1344,349,6059,15903,2022,12809,12868
"1088","66464_2013-14","Orange",1155,362,"38","33",654,"703",89,1378,371,6176,15874,2123,12987,12935
"1089","66464_2014-15","Orange",1162,280,"19","49",627,"677",70,1410,380,6338,15742,2366,13117,13119
"1090","66464_2015-16","Orange",1188,289,"25","43",633,"663",113,1475,428,6589,15642,2337,13231,13240
"1091","66464_2016-17","Orange",1596,380,"43","47",824,"921",141,1513,443,6803,15480,2526,13356,13409
"1092","66472_2011-12","Orange",60,9,"2","4",44,"8",11,0,0,0,0,0,0,0
"1093","66472_2012-13","Orange",20,3,"2","3",10,"4",4,0,0,0,0,0,0,0
"1094","66472_2013-14","Orange",14,2,"1","2",5,"5",3,0,0,0,0,0,0,0
"1095","66472_2014-15","Orange",12,4,"3","7",2,"3",1,0,0,0,0,0,0,0
"1096","66472_2015-16","Orange",26,3,"0","4",9,"9",7,0,0,0,0,0,0,0
"1097","66472_2016-17","Orange",29,0,"1","3",17,"6",2,0,0,0,0,0,0,0
"1098","66480_2011-12","Orange",23,4,"1","0",11,"6",9,0,0,0,0,0,0,0
"1099","66480_2012-13","Orange",21,3,"1","1",11,"8",3,0,0,0,0,0,0,0
"1100","66480_2013-14","Orange",32,4,"2","2",12,"13",7,0,0,0,0,0,0,0
"1101","66480_2014-15","Orange",10,0,"2","0",8,"0",0,0,0,0,0,0,0,0
"1102","66480_2015-16","Orange",24,4,"0","6",12,"9",1,0,0,0,0,0,0,0
"1103","66480_2016-17","Orange",26,4,"4","3",11,"10",2,0,0,0,0,0,0,0
"1104","66498_2011-12","Orange",94,24,"16","2",32,"60",8,534,14,253,750,59,802,808
"1105","66498_2012-13","Orange",28,9,"4","0",4,"23",6,629,13,243,696,69,794,856
"1106","66498_2013-14","Orange",91,26,"22","3",17,"68",7,595,11,229,660,80,750,825
