"","dist_year","enroll_asian","enroll_black","enroll_hisp","enroll_white","enroll_other","enroll_female","enroll_male"
"526","15310_2014-15",13,15,142,1031,125,600,726
"527","15310_2015-16",14,12,152,1003,130,586,725
"528","15310_2016-17",17,11,158,968,138,608,684
"529","15316_2011-12",2,6,82,532,95,342,375
"530","15316_2012-13",8,3,73,520,73,321,356
"531","15316_2013-14",10,3,73,515,67,321,347
"532","15316_2014-15",5,2,89,488,72,334,322
"533","15316_2015-16",4,0,92,494,75,337,328
"534","15316_2016-17",1,0,105,503,68,341,336
"535","15490_2011-12",0,0,0,0,0,0,0
"536","15490_2012-13",0,0,0,0,0,0,0
"537","15490_2013-14",0,1,0,0,0,0,1
"538","15490_2014-15",0,0,0,1,0,0,1
"539","15490_2015-16",0,0,0,0,0,0,0
"540","15490_2016-17",0,0,0,1,0,0,1
"541","15496_2011-12",98,4,30,140,36,146,162
"542","15496_2012-13",82,2,27,123,28,120,142
"543","15496_2013-14",78,2,30,143,30,125,158
"544","15496_2014-15",71,5,31,142,31,115,165
"545","15496_2015-16",85,6,34,130,26,130,151
"546","15496_2016-17",92,8,33,132,32,141,156
"547","15560_2011-12",9,3,129,582,58,369,412
"548","15560_2012-13",8,4,117,560,65,361,393
"549","15560_2013-14",2,2,133,527,60,351,373
"550","15560_2014-15",4,5,142,516,56,344,379
"551","15560_2015-16",5,1,151,494,65,349,367
"552","15640_2011-12",10,16,122,922,50,548,572
"553","15640_2012-13",9,19,139,920,41,548,580
"554","15640_2013-14",6,22,154,873,46,530,571
"555","15640_2014-15",7,14,146,849,57,504,569
"556","15640_2015-16",12,12,138,802,57,468,553
"557","15640_2016-17",9,11,153,744,66,462,521
"558","15646_2011-12",4,10,64,419,24,255,266
"559","15646_2012-13",6,9,67,389,24,246,249
"560","15646_2013-14",10,5,69,361,28,223,250
"561","15646_2014-15",5,5,84,344,28,223,243
"562","15646_2015-16",6,5,96,329,26,224,238
"563","15646_2016-17",8,3,93,323,23,201,249
"564","15726_2011-12",3,0,33,131,13,91,89
"565","15726_2012-13",1,1,49,141,7,98,101
"566","15726_2013-14",2,4,46,137,11,96,104
"567","15726_2014-15",2,4,38,130,12,90,96
"568","15726_2015-16",2,0,35,124,8,88,81
"569","15726_2016-17",2,0,39,124,6,92,79
"570","15806_2011-12",1,1,27,127,10,76,90
"571","15806_2012-13",1,0,17,124,7,65,84
"572","15806_2014-15",1,0,14,120,6,77,64
"573","15806_2015-16",0,1,19,107,7,68,66
"574","15806_2016-17",0,1,22,106,7,60,76
"575","15980_2011-12",2,6,257,163,16,207,237
"576","15980_2012-13",1,6,264,154,12,205,232
"577","15980_2013-14",2,3,258,149,19,208,223
"578","15980_2014-15",4,1,277,153,24,228,231
"579","15980_2015-16",4,2,272,148,16,218,224
"580","15980_2016-17",5,1,288,153,21,230,238
"581","15986_2011-12",1,2,112,73,11,91,108
"582","15986_2012-13",2,1,109,70,15,100,97
"583","15986_2013-14",2,2,137,51,10,102,100
"584","15986_2014-15",2,2,151,55,7,103,114
"585","15986_2015-16",1,1,150,63,7,101,121
"586","16066_2011-12",0,0,33,25,3,30,31
"587","16090_2011-12",4,4,23,24,3,23,35
"588","16090_2012-13",5,4,32,21,3,25,40
"589","16090_2013-14",2,4,27,19,2,25,29
"590","16090_2014-15",3,9,22,14,2,26,24
"591","16090_2015-16",1,4,19,14,3,19,22
"592","16090_2016-17",2,1,19,9,3,15,19
"593","16140_2011-12",2,12,252,95,10,193,178
"594","16140_2012-13",1,8,273,96,11,202,187
"595","16140_2013-14",2,2,297,98,6,193,212
"596","16140_2014-15",4,4,321,103,6,203,235
"597","16140_2015-16",4,8,332,110,5,211,248
"598","16140_2016-17",6,8,331,107,4,204,252
"599","16146_2011-12",2,3,170,59,3,119,118
"600","16146_2012-13",4,3,149,54,1,87,124
"601","16146_2013-14",2,4,158,54,2,96,124
"602","16146_2014-15",1,10,163,51,2,109,118
"603","16146_2015-16",2,7,166,58,1,106,128
"604","16146_2016-17",2,4,159,59,2,90,136
"605","16170_2011-12",17,38,129,104,19,141,166
"606","16170_2012-13",19,29,122,90,20,135,145
"607","16170_2013-14",18,29,125,80,29,133,148
"608","16170_2014-15",14,34,125,74,28,134,141
"609","16170_2015-16",15,29,134,70,22,133,137
"610","16170_2016-17",21,23,133,59,24,128,132
"611","16220_2011-12",12,4,503,59,5,290,293
"612","16220_2012-13",12,4,518,44,5,295,288
"613","16220_2013-14",9,6,512,49,3,290,289
"614","16220_2014-15",11,3,523,44,5,298,288
"615","16220_2015-16",8,1,528,29,3,288,281
"616","16220_2016-17",9,2,534,22,2,291,278
"617","16226_2011-12",0,0,0,0,0,0,0
"618","16226_2012-13",0,0,0,0,0,0,0
"619","16226_2014-15",0,0,0,0,0,0,0
"620","16226_2015-16",0,0,0,0,0,0,0
"621","16226_2016-17",0,0,0,0,0,0,0
"622","16300_2011-12",670,77,441,3755,459,2584,2818
"623","16300_2012-13",647,72,411,3682,537,2556,2793
"624","16300_2013-14",649,83,403,3686,523,2596,2748
"625","16300_2014-15",688,81,461,3664,508,2641,2761
"626","16300_2015-16",688,87,487,3694,590,2733,2813
"627","16300_2016-17",731,95,508,3649,547,2766,2764
"628","16480_2011-12",374,1883,2379,1767,886,3609,3680
"629","16480_2012-13",397,1980,2427,1663,873,3608,3732
"630","16480_2013-14",372,1923,2466,1486,827,3438,3636
"631","16480_2014-15",365,1953,2463,1350,799,3385,3545
"632","16480_2015-16",348,1908,2467,1192,756,3262,3409
"633","16480_2016-17",360,1774,2554,1065,718,3151,3320
"634","16486_2011-12",59,426,714,361,164,847,877
"635","16486_2012-13",63,394,701,306,130,777,817
"636","16486_2013-14",47,429,743,298,141,794,864
"637","16486_2014-15",40,441,781,285,136,822,861
"638","16486_2015-16",44,417,792,263,154,830,840
"639","16486_2016-17",38,406,799,216,162,802,819
"640","16550_2011-12",45,84,163,329,75,352,344
"641","16550_2012-13",47,86,139,361,73,356,350
"642","16550_2013-14",50,74,126,370,84,349,355
"643","16550_2014-15",55,68,138,367,104,342,390
"644","16550_2015-16",61,72,169,372,110,373,411
"645","16550_2016-17",79,92,201,338,119,419,410
"646","16556_2011-12",37,99,426,684,88,692,642
"647","16556_2012-13",48,100,428,710,89,699,676
"648","16556_2013-14",36,105,412,685,98,640,696
"649","16556_2014-15",46,121,452,610,122,635,716
"650","16556_2015-16",55,97,455,650,134,679,712
"651","16556_2016-17",64,104,428,724,151,731,740
"652","16630_2014-15",6,2,73,104,6,100,91
"653","16630_2015-16",14,6,107,142,16,126,159
"654","16630_2016-17",11,7,110,170,17,151,164
"655","16636_2011-12",6,29,83,260,31,207,202
"656","16636_2012-13",9,27,81,271,30,214,204
"657","16636_2013-14",10,21,73,258,26,199,189
"658","16636_2014-15",10,21,64,273,18,191,195
"659","16636_2015-16",13,16,80,239,30,187,191
"660","16636_2016-17",24,14,83,244,29,194,200
"661","16716_2011-12",0,1,3,11,0,8,7
"662","16716_2012-13",0,1,3,8,2,6,8
"663","16716_2013-14",1,1,0,10,4,10,6
"664","16716_2014-15",1,2,0,9,4,10,6
"665","16716_2015-16",2,2,0,8,4,9,7
"666","16716_2016-17",2,1,0,7,3,9,4
"667","16970_2011-12",47,79,163,148,96,262,271
"668","16970_2012-13",52,91,169,130,95,272,265
"669","16970_2013-14",55,103,161,121,113,289,264
"670","16970_2014-15",66,108,169,117,120,290,290
"671","16970_2015-16",72,112,189,117,120,293,317
"672","16970_2016-17",77,113,180,120,124,287,327
"673","16976_2011-12",29,50,76,58,53,131,135
"674","16976_2012-13",24,45,78,56,49,137,115
"675","16976_2013-14",32,44,82,49,41,123,125
"676","16976_2014-15",38,46,78,53,45,119,141
"677","16976_2015-16",35,36,95,51,43,117,143
"678","16976_2016-17",27,57,78,39,35,115,121
"679","17050_2016-17",0,0,0,0,0,0,0
"680","17056_2011-12",2,1,36,61,6,56,50
"681","17056_2012-13",0,3,37,57,0,49,48
"682","17056_2013-14",1,2,47,64,3,62,55
"683","17056_2014-15",1,2,43,67,6,61,58
"684","17056_2015-16",1,1,53,58,4,65,52
"685","17056_2016-17",4,0,51,62,4,64,57
"686","17136_2011-12",76,7,45,555,61,344,400
"687","17136_2012-13",86,9,39,593,49,352,424
"688","17136_2013-14",74,7,55,597,62,386,409
"689","17136_2014-15",70,10,58,551,64,381,372
"690","17136_2015-16",90,8,61,572,64,396,399
"691","17136_2016-17",85,7,51,632,66,427,414
"692","17210_2011-12",213,656,2401,3723,611,3789,3815
"693","17210_2012-13",203,666,2521,3617,697,3826,3878
"694","17210_2013-14",225,748,2651,3547,745,3916,4000
"695","17210_2014-15",244,747,2689,3601,806,4041,4046
"696","17210_2015-16",283,743,2759,3533,867,4062,4123
"697","17210_2016-17",321,750,2781,3491,856,4050,4149
"698","17390_2011-12",36,42,352,865,195,728,762
"699","17390_2012-13",41,40,352,790,192,708,707
"700","17390_2013-14",43,40,352,735,191,665,696
"701","17390_2014-15",47,37,346,719,187,656,680
"702","17390_2015-16",52,44,366,676,188,667,659
"703","17390_2016-17",58,41,361,663,169,623,669
"704","17396_2011-12",21,15,170,307,72,304,281
"705","17396_2012-13",20,17,162,302,61,279,283
"706","17396_2013-14",18,25,160,317,66,280,306
"707","17396_2014-15",31,23,179,332,77,309,333
"708","17396_2015-16",34,17,182,334,91,319,339
"709","17396_2016-17",26,16,208,319,120,352,337
"710","17476_2011-12",68,6,21,275,56,205,221
"711","17476_2012-13",77,5,30,263,55,220,210
"712","17476_2013-14",83,4,40,250,58,210,225
"713","17476_2014-15",73,5,40,257,60,203,232
"714","17476_2015-16",77,5,50,272,63,219,248
"715","17476_2016-17",90,3,49,273,66,253,228
"716","17540_2011-12",801,524,3506,4985,886,5134,5568
"717","17540_2012-13",659,436,3051,3553,821,4195,4325
"718","17540_2013-14",689,429,3135,3420,716,4131,4258
"719","17540_2014-15",686,416,3304,3325,773,4176,4328
"720","17540_2015-16",646,427,3429,3116,842,4098,4362
"721","17540_2016-17",675,434,3485,3014,921,4041,4488
"722","17546_2011-12",379,275,1730,2191,387,2439,2523
"723","17546_2012-13",383,227,1866,2127,462,2485,2580
"724","17546_2013-14",380,261,1918,2018,500,2479,2598
"725","17546_2014-15",373,265,1901,1961,509,2404,2605
"726","17546_2015-16",401,212,1973,1882,575,2464,2579
"727","17546_2016-17",355,179,2074,1704,665,2388,2589
"728","17620_2011-12",0,0,0,0,0,0,0
"729","17620_2012-13",0,1,1,0,0,0,2
"730","17620_2013-14",0,0,1,0,0,1,0
"731","17620_2014-15",0,0,1,1,0,1,1
"732","17620_2015-16",0,1,0,1,0,1,1
"733","17620_2016-17",0,0,0,1,0,0,1
"734","17626_2011-12",29,86,474,421,106,519,597
"735","17626_2012-13",28,100,466,414,96,548,556
"736","17626_2013-14",23,109,501,392,106,558,573
"737","17626_2014-15",27,103,522,366,116,557,577
"738","17626_2015-16",29,118,510,331,98,536,550
"739","17626_2016-17",29,107,511,348,103,519,579
"740","17706_2011-12",73,13,24,434,17,273,288
"741","17706_2012-13",92,14,30,432,43,304,307
"742","17706_2013-14",104,10,28,397,55,298,296
"743","17706_2014-15",102,13,28,417,42,301,301
"744","17706_2015-16",96,16,31,434,41,324,294
"745","17706_2016-17",97,18,33,402,49,294,305
"746","17880_2011-12",108,737,1594,228,324,1471,1520
"747","17880_2012-13",124,887,1995,248,331,1762,1823
"748","17880_2013-14",123,879,2065,235,351,1813,1840
"749","17880_2014-15",118,821,2181,238,415,1871,1902
"750","17880_2015-16",106,779,2322,211,439,1896,1961
"751","17880_2016-17",109,831,2537,224,464,2020,2145
"752","17886_2011-12",50,356,878,108,151,775,768
"753","17886_2012-13",39,208,690,73,129,549,590
"754","17886_2013-14",37,185,719,57,130,525,603
"755","17886_2014-15",40,178,770,67,125,572,608
"756","17886_2015-16",45,220,787,72,111,586,649
"757","17886_2016-17",40,203,811,66,125,591,654
"758","17960_2011-12",958,1958,4091,893,659,4146,4413
"759","17960_2012-13",929,1854,4232,841,710,4080,4486
"760","17960_2013-14",917,1820,4437,823,773,4136,4634
"761","17960_2014-15",914,1769,4558,802,806,4168,4681
"762","17960_2015-16",994,1822,4931,780,797,4459,4865
"763","17960_2016-17",987,1796,5258,873,866,4729,5051
"764","17966_2011-12",419,946,2085,368,326,1958,2186
"765","17966_2012-13",442,926,2023,378,368,1989,2148
"766","17966_2013-14",440,871,2087,377,336,2026,2085
"767","17966_2014-15",435,848,2123,404,342,2065,2087
"768","17966_2015-16",433,767,2035,419,314,1955,2013
"769","17966_2016-17",446,671,1991,395,325,1843,1985
"770","18040_2011-12",2768,280,874,5449,966,5025,5312
"771","18040_2012-13",3142,252,863,5504,1014,5281,5494
"772","18040_2013-14",3424,252,947,5489,1087,5505,5694
"773","18040_2014-15",3809,221,968,5387,1160,5696,5849
"774","18040_2015-16",4099,233,988,5191,1203,5780,5934
"775","18040_2016-17",4470,240,1024,5130,1254,5989,6129
"776","18046_2011-12",501,54,294,2229,320,1675,1723
"777","18046_2012-13",548,48,309,2193,369,1732,1735
"778","18046_2013-14",583,56,322,2175,352,1733,1755
"779","18046_2014-15",618,61,330,2170,349,1756,1772
"780","18046_2015-16",712,47,361,2133,397,1742,1908
"781","18046_2016-17",765,37,357,2116,379,1693,1961
"782","18120_2015-16",0,0,0,2,0,0,2
"783","18120_2016-17",10,0,9,25,4,18,30
"784","18126_2011-12",85,29,68,553,47,374,408
"785","18126_2012-13",94,27,86,520,59,405,381
"786","18126_2013-14",100,32,110,499,50,393,398
"787","18126_2014-15",107,25,103,495,55,375,410
"788","18126_2015-16",118,24,110,529,55,409,427
"789","18126_2016-17",99,23,110,489,58,390,389
"790","18200_2011-12",106,7,181,672,143,515,594
"791","18200_2012-13",98,8,201,611,140,492,566
"792","18200_2013-14",96,9,194,599,133,484,547
"793","18200_2014-15",81,8,200,552,135,478,498
"794","18200_2015-16",65,11,210,517,152,475,480
"795","18200_2016-17",47,16,234,536,164,480,517
"796","18206_2011-12",43,1,109,295,83,265,266
"797","18206_2012-13",33,4,109,295,89,269,261
"798","18206_2013-14",38,5,111,294,88,278,258
"799","18206_2014-15",30,4,118,269,82,239,264
"800","18206_2015-16",30,5,122,282,89,263,265
"801","18206_2016-17",40,8,121,256,116,260,281
"802","18380_2011-12",1,0,10,45,11,39,28
"803","18380_2012-13",1,0,9,34,11,33,22
"804","18380_2013-14",2,1,10,33,11,21,36
"805","18380_2014-15",2,1,13,43,9,32,36
"806","18380_2015-16",3,1,13,63,10,44,46
"807","18380_2016-17",3,1,15,76,12,51,56
"808","18386_2011-12",91,15,117,740,79,498,544
"809","18386_2012-13",77,17,128,758,109,479,610
"810","18386_2013-14",72,13,128,737,103,476,577
"811","18386_2014-15",78,13,124,763,93,518,553
"812","18386_2015-16",75,16,133,807,96,538,589
"813","18386_2016-17",84,17,164,777,107,558,591
"814","18530_2011-12",238,78,745,5453,394,3367,3541
"815","18530_2012-13",248,80,817,5101,627,3370,3503
"816","18530_2013-14",250,85,840,5020,652,3318,3529
"817","18530_2014-15",257,81,908,5070,494,3318,3492
"818","18530_2015-16",289,76,961,4875,487,3257,3431
"819","18530_2016-17",291,72,965,4794,527,3193,3456
"820","18796_2016-17",0,1,7,94,2,54,50
"821","18876_2011-12",1,0,7,99,6,53,60
"822","18876_2012-13",1,1,12,108,7,62,67
"823","18876_2013-14",2,1,14,113,5,65,70
"824","18876_2014-15",1,0,7,121,9,68,70
"825","18876_2015-16",0,1,9,114,6,67,63
"826","18876_2016-17",0,2,13,128,9,80,72
"827","19030_2011-12",25,20,452,628,85,579,631
"828","19030_2012-13",19,19,427,585,89,550,589
"829","19030_2013-14",24,18,450,591,87,547,623
"830","19030_2014-15",18,19,424,567,81,522,587
"831","19030_2015-16",21,13,451,584,92,547,614
"832","19030_2016-17",17,11,435,565,88,537,579
"833","19036_2011-12",6,12,224,262,54,263,295
"834","19036_2012-13",8,13,211,269,39,259,281
"835","19036_2013-14",6,3,220,262,39,261,269
"836","19036_2014-15",6,1,215,276,48,269,277
"837","19036_2015-16",5,0,212,276,47,242,298
"838","19036_2016-17",3,4,246,284,42,266,313
"839","19296_2011-12",1,4,64,189,11,131,138
"840","19296_2012-13",0,3,55,167,11,119,117
"841","19296_2013-14",0,0,58,164,4,121,105
"842","19296_2014-15",2,1,57,146,12,109,109
"843","19296_2015-16",2,0,64,147,13,106,120
"844","19296_2016-17",1,1,66,142,10,95,125
"845","19456_2016-17",0,1,9,50,10,31,39
"846","19526_2011-12",3,0,46,167,15,114,117
"847","19526_2012-13",3,2,55,141,17,117,101
"848","19526_2013-14",2,2,69,146,19,125,113
"849","19526_2014-15",2,2,59,153,21,114,123
"850","19526_2015-16",3,1,66,161,15,140,106
"851","19526_2016-17",2,0,69,144,16,116,115
"852","19606_2011-12",1,3,13,129,15,77,84
"853","19606_2012-13",0,4,16,130,8,66,92
"854","19606_2013-14",0,3,23,131,4,71,90
"855","19606_2014-15",0,1,21,123,4,65,84
"856","19606_2015-16",2,1,18,124,5,63,87
"857","19606_2016-17",2,2,22,121,6,80,73
"858","19780_2011-12",3,5,57,322,35,213,209
"859","19780_2012-13",5,3,63,299,35,200,205
"860","19780_2013-14",9,1,60,296,33,212,187
"861","19780_2014-15",8,1,54,299,33,203,192
"862","19780_2015-16",4,4,78,285,40,188,223
"863","19780_2016-17",1,6,79,303,28,179,238
"864","19786_2011-12",29,7,45,412,44,254,283
"865","19786_2012-13",23,5,49,416,51,280,264
"866","19786_2013-14",35,5,65,385,39,276,253
"867","19786_2014-15",45,8,64,390,36,253,290
"868","19786_2015-16",48,7,62,376,43,246,290
"869","19786_2016-17",45,4,71,383,44,274,273
"870","31625_2011-12",7,32,157,51,15,125,137
"871","31625_2012-13",10,34,165,49,15,128,145
"872","31625_2013-14",7,34,158,51,21,120,151
"873","31625_2014-15",4,25,145,42,17,108,125
"874","31625_2015-16",3,19,146,45,17,114,116
"875","31625_2016-17",2,17,152,48,18,112,125
"876","32276_2011-12",17,197,413,45,11,25,658
"877","32276_2012-13",22,165,356,43,9,20,575
"878","32276_2013-14",14,135,295,37,13,18,476
"879","32276_2014-15",6,127,248,29,14,16,408
"880","32276_2015-16",4,140,261,38,10,22,431
"881","32276_2016-17",8,125,218,31,6,9,379
"882","37830_2011-12",7,3,40,534,27,301,310
"883","37830_2012-13",6,4,47,627,25,345,364
"884","37830_2013-14",4,6,49,571,21,317,334
"885","37830_2014-15",2,5,59,514,22,301,301
"886","37830_2015-16",4,6,60,506,15,293,298
"887","37830_2016-17",3,5,53,484,18,286,277
"888","37836_2011-12",1,2,17,178,6,105,99
"889","37836_2012-13",0,0,0,0,0,0,0
"890","37836_2013-14",0,0,0,0,0,0,0
"891","37836_2014-15",0,0,0,0,0,0,0
"892","39810_2011-12",8,5,213,1013,124,667,696
"893","39810_2012-13",7,6,214,984,137,674,674
"894","39810_2013-14",15,5,212,938,138,648,660
"895","39810_2014-15",9,2,232,916,134,650,643
"896","39810_2015-16",11,2,244,866,140,635,628
"897","39810_2016-17",10,5,254,876,138,644,639
"898","39816_2011-12",5,2,73,367,53,274,226
"899","39816_2012-13",5,5,94,352,46,281,221
"900","39816_2013-14",3,0,77,305,49,225,209
"901","39816_2014-15",6,1,104,360,64,265,270
"902","39816_2015-16",2,1,113,387,57,278,282
"903","39816_2016-17",2,5,100,388,48,278,265
"904","50930_2011-12",561,170,334,861,253,1082,1097
"905","50930_2012-13",665,171,363,888,280,1159,1208
"906","50930_2013-14",832,181,400,907,309,1296,1333
"907","50930_2014-15",985,171,431,863,443,1417,1476
"908","50930_2015-16",1245,169,429,866,529,1599,1639
"909","50930_2016-17",1507,163,433,863,564,1729,1801
"910","50936_2011-12",48,29,123,210,52,212,250
"911","50936_2012-13",49,26,107,224,51,217,240
"912","50936_2013-14",69,40,128,236,61,257,277
"913","50936_2014-15",93,48,118,238,74,280,291
"914","50936_2015-16",106,43,124,231,82,275,311
"915","50936_2016-17",112,33,119,240,102,288,318
"916","51010_2011-12",1354,104,449,2876,280,2510,2553
"917","51010_2012-13",1389,108,465,2762,294,2474,2544
"918","51010_2013-14",1444,107,478,2623,297,2473,2476
"919","51010_2014-15",1531,113,476,2505,281,2405,2501
"920","51010_2015-16",1569,108,479,2408,296,2375,2485
"921","51010_2016-17",1709,88,477,2361,309,2394,2550
"922","51016_2011-12",699,52,214,1242,126,1178,1155
"923","51016_2012-13",763,48,196,1232,124,1156,1207
"924","51016_2013-14",769,58,228,1202,146,1139,1264
"925","51016_2014-15",790,51,238,1156,164,1123,1276
"926","51016_2015-16",892,30,226,1141,154,1165,1278
"927","51016_2016-17",949,32,212,1077,204,1210,1264
"928","51196_2011-12",7,0,10,32,8,29,28
"929","51196_2012-13",6,1,7,32,6,31,21
"930","51196_2013-14",5,1,8,20,7,19,22
"931","51196_2014-15",9,0,12,23,6,30,20
"932","51196_2015-16",10,0,16,23,5,36,18
"933","51196_2016-17",7,0,13,17,6,24,19
"934","55070_2011-12",23,5,357,307,18,346,364
"935","55070_2012-13",22,5,382,259,43,345,366
"936","55070_2013-14",23,4,382,243,41,336,357
"937","55070_2014-15",21,3,368,225,25,314,328
"938","55070_2015-16",16,2,377,241,15,317,334
"939","55070_2016-17",16,1,364,233,27,304,337
"940","55076_2011-12",6,1,171,116,3,143,154
"941","55076_2012-13",7,1,168,110,7,148,145
"942","55076_2013-14",4,0,162,96,12,127,147
"943","55076_2014-15",2,1,168,68,51,125,165
"944","55076_2015-16",8,1,171,124,9,138,175
"945","55076_2016-17",7,1,169,126,20,157,166
"946","61994_2011-12",2,1,37,11,3,27,27
"947","61994_2012-13",1,1,40,10,1,26,27
"948","62109_2011-12",4,2,21,29,2,32,26
"949","62117_2011-12",2428,649,5481,8945,975,9049,9429
"950","62117_2012-13",2443,640,5791,8891,1036,9296,9505
"951","62117_2013-14",2435,634,5970,8894,1137,9445,9625
"952","62117_2014-15",2467,633,6263,8731,1147,9418,9823
"953","62117_2015-16",2603,611,6568,8580,1171,9555,9978
"954","62117_2016-17",2726,612,6972,8535,1212,9830,10227
"955","62125_2011-12",37,25,1517,275,22,920,956
"956","62125_2012-13",35,18,1530,243,23,915,934
"957","62125_2013-14",34,14,1584,233,18,923,960
"958","62125_2014-15",32,16,1593,225,27,929,964
"959","62125_2015-16",32,22,1618,234,28,942,992
